id	abbrev	charge	formula	mass	name	deltaG
cpd14899_c0	cpd14899_c0	-3	C41H65N7O17P3S	0	(11Z,14Z,17Z)-Icosatrienoyl-CoA_c0	-689.59
cpd16337_c0	cpd16337_c0	-1	C20H33O2	0	ETA_c0	9.49
cpd15542_c0	cpd15542_c0	-2	C30H58O13P2	0	Phosphatidylglycerophosphate didodecanoyl_c0	-638.36
cpd15535_c0	cpd15535_c0	-1	C30H58O10P	0	Phosphatidylglycerol didodecanoyl_c0	-425.86
cpd15268_c0	cpd15268_c0	-2	C29H55N2O8PRS	0	Octadecanoyl-ACP_c0	10000000
cpd15318_c0	cpd15318_c0	-1	C18H36O9P	0	1-Acyl-sn-glycero-3-phosphoglycerol dodecanoyl_c0	-404.61
cpd02039_c0	cpd02039_c0	1	C3H10NO	0	1-Aminopropan-2-ol_c0	-44.7
cpd03917_c0	cpd03917_c0	3	C55H79CoN15O11	0	Adenosylcobyric acid_c0	10000000
cpd03918_c0	cpd03918_c0	4	C58H87CoN16O11	0	Adenosyl cobinamide_c0	10000000
cpd15239_c0	cpd15239_c0	-1	C27H49N2O8PRS	0	Hexadecenoyl-ACP_c0	10000000
cpd15326_c0	cpd15326_c0	-1	C19H36O7P	0	1-hexadec-9-enoyl-sn-glycerol 3-phosphate_c0	-321.09
cpd15525_c0	cpd15525_c0	-1	C35H64O8P	0	1,2-dihexadec-9-enoyl-sn-glycerol 3-phosphate_c0	-313.5
cpd15363_c0	cpd15363_c0	-1	C17H34O7P	0	2-tetradecanoyl-sn-glycerol 3-phosphate_c0	-346.69
cpd15718_c0	cpd15718_c0	-2	C34H66O13P2	0	Diisotetradecanoylphosphatidylglycerophosphate_c0	-635.5
cpd15724_c0	cpd15724_c0	-1	C34H66O10P	0	Diisotetradecanoylphosphatidylglycerol_c0	-423
cpd00263_c0	cpd00263_c0	0	C8H11NO3	0	Pyridoxol_c0	-67.43
cpd01217_c0	cpd01217_c0	0	C10H12N4O6	0	Xanthosine_c0	-151.93
cpd00419_c0	cpd00419_c0	1	C8H13N2O2	0	PM_c0	-32.18
cpd00493_c0	cpd00493_c0	-1	C8H12N2O5P	0	Pyridoxamine phosphate_c0	-244.68
cpd00158_c0	cpd00158_c0	0	C12H22O11	0	CELB_c0	-376.76
cpd02760_c0	cpd02760_c0	-2	C12H21O14P	0	cellobiose 6-phoshate_c0	-589.26
cpd00464_c0	cpd00464_c0	0	C8H8O	0	alpha-Tolualdehyde_c0	2.82
cpd00430_c0	cpd00430_c0	0	C8H8O2	0	PACT_c0	-47.35
cpd02597_c0	cpd02597_c0	-3	C7H5O6	0	cis-2-Methylaconitate_c0	-223.03
cpd00119_c0	cpd00119_c0	0	C6H9N3O2	0	L-Histidine_c0	-45.63
cpd00312_c0	cpd00312_c0	1	C5H10N3	0	Histamine_c0	34.01
cpd11439_c0	cpd11439_c0	-3	C36H61N7O17P3S	0	fa4coa_c0	-766.58
cpd15675_c0	cpd15675_c0	-1	C18H36O7P	0	1-anteisopentadecanoyl-sn-glycerol 3-phosphate_c0	-346.88
cpd15440_c0	cpd15440_c0	-3	C28H46N8O18P3S	0	Carnitinyl-CoA_c0	-764.91
cpd15441_c0	cpd15441_c0	-3	C28H44N8O17P3S	0	crotonobetainyl-CoA_c0	-706.06
cpd00156_c0	cpd00156_c0	0	C5H11NO2	0	L-Valine_c0	-86.49
cpd00727_c0	cpd00727_c0	-3	C2H2O6P	0	2-Phosphoglycolate_c0	-335.48
cpd00139_c0	cpd00139_c0	-1	C2H3O3	0	Glycolate_c0	-122.98
cpd00853_c0	cpd00853_c0	-3	C3H5O10P2	0	DPG_c0	-584.4
cpd01716_c0	cpd01716_c0	-1	C7H7O5	0	3-Dehydroshikimate_c0	-166.28
cpd06705_c0	cpd06705_c0	-3	C28H41N7O18P3S	0	2-Oxocyclohexane-1-carbonyl-CoA_c0	-794.72
cpd00782_c0	cpd00782_c0	-5	C28H41N7O19P3S	0	Pimeloyl-CoA_c0	-857.18
cpd00294_c0	cpd00294_c0	-2	C10H12N5O6P	0	dAMP_c0	-218.01
cpd11611_c0	cpd11611_c0	-3	C22H32N7O17P3RS	0	Acyl-CoA_c0	10000000
cpd12018_c0	cpd12018_c0	0	C21H29O2R	0	Retinyl ester_c0	10000000
cpd11483_c0	cpd11483_c0	-2	C19H36N2O9PRS	0	(R)-3-Hydroxyoctanoyl-[acyl-carrier protein]_c0	10000000
cpd11490_c0	cpd11490_c0	-2	C19H34N2O9PRS	0	3-oxooctanoyl-acp_c0	10000000
cpd00453_c0	cpd00453_c0	0	C3H8O2	0	1,2-Propanediol_c0	-79.95
cpd03571_c0	cpd03571_c0	0	C3H6O2	0	Lactaldehyde_c0	-70.47
cpd12044_c0	cpd12044_c0	0	C4H6N2O3R2	0	Protein serine_c0	10000000
cpd12868_c0	cpd12868_c0	0	C4H6N2O3R2	0	[Protein]-D-serine_c0	10000000
cpd00157_c0	cpd00157_c0	0	C3H6O3	0	Glycerone_c0	-108.16
cpd00218_c0	cpd00218_c0	-1	C6H4NO2	0	Niacin_c0	-36.89
cpd03123_c0	cpd03123_c0	-4	C27H40N7O18P3S	0	3-Oxohexanoyl-CoA_c0	-809.37
cpd00079_c0	cpd00079_c0	-2	C6H11O9P	0	D-glucose-6-phosphate_c0	-430.78
cpd00209_e0	cpd00209_e0	-1	NO3	0	Nitrate_e0	-26.61
cpd11584_c0	cpd11584_c0	0	C9H14N4O3	0	Ala-His_c0	-76.4
cpd11474_c0	cpd11474_c0	-2	C21H40N2O8PRS	0	Decanoyl-ACP_c0	10000000
cpd01107_c0	cpd01107_c0	-1	C10H19O2	0	Decanoate_c0	-73.79
cpd00291_c0	cpd00291_c0	0	C9H11NO4	0	L-Dopa_c0	-130.01
cpd02357_c0	cpd02357_c0	1	C8H12NO2	0	Dopamine_c0	-50.37
cpd15499_c0	cpd15499_c0	0	C51H74O2	0	Menaquinol 8_c0	180.271
cpd15500_c0	cpd15500_c0	0	C51H72O2	0	Menaquinone 8_c0	206.06
cpd02069_c0	cpd02069_c0	-3	C3H2O7P	0	3-Phosphonooxypyruvate_c0	-361.42
cpd00348_c0	cpd00348_c0	-2	C6H11O9P	0	D-Galactose 1-phosphate_c0	-430.78
cpd00043_c0	cpd00043_c0	-2	C15H22N2O17P2	0	UDP-galactose_c0	-762.55
cpd15690_c0	cpd15690_c0	-2	C40H76NO10P	0	Dianteisoheptadecanoylphosphatidylserine_c0	-422.26
cpd15696_c0	cpd15696_c0	0	C39H78NO8P	0	Dianteisoheptadecanoylphosphatidylethanolamine_c0	-341.61
cpd11591_c0	cpd11591_c0	0	C7H14N2O3S	0	Gly-Met_c0	-106.49
cpd00503_c0	cpd00503_c0	-2	C6H12O12P2	0	D-Fructose 2,6-bisphosphate_c0	-644.17
cpd00281_c0	cpd00281_c0	0	C4H9NO2	0	GABA_c0	-84.49
cpd00200_c0	cpd00200_c0	-1	C6H9O3	0	4MOP_c0	-109.64
cpd15414_c0	cpd15414_c0	-1	C10H15N2O4S	0	d-biotin d-sulfoxide_c0	10000000
cpd02688_c0	cpd02688_c0	-1	C4H8O6PS	0	S-Methyl-3-phospho-1-thio-D-glycerate_c0	-323.38
cpd02380_c0	cpd02380_c0	0	C4H8O3S	0	S-Methyl-1-thio-D-glycerate_c0	-110.88
cpd15315_c0	cpd15315_c0	0	C19H38NO7P	0	1-Acyl-sn-glycero-3-phosphoethanolamine tetradec-7-enoyl_c0	-308
cpd00438_c0	cpd00438_c0	0	C10H13N5O3	0	Deoxyadenosine_c0	-5.51
cpd00331_c0	cpd00331_c0	-3	C6H3O6	0	cis-Aconitate_c0	-222.28
cpd02603_c0	cpd02603_c0	0	C9H19NO7PR	0	3-Lysolecithin_c0	10000000
cpd01997_c0	cpd01997_c0	0	C9H10N2	0	Dimethylbenzimidazole_c0	46.86
cpd02904_c0	cpd02904_c0	-2	C14H17N2O7P	0	alpha-Ribazole 5'-phosphate_c0	-289.84
cpd11437_c0	cpd11437_c0	-3	C36H61N7O17P3S	0	fa3coa_c0	-766.58
cpd15674_c0	cpd15674_c0	-1	C18H36O7P	0	1-isopentadecanoyl-sn-glycerol 3-phosphate_c0	-346.88
cpd00764_c0	cpd00764_c0	1	C9H21N2O2	0	7-8-Diaminononanoate_c0	-80.99
cpd00550_c0	cpd00550_c0	0	C3H7NO3	0	D-Serine_c0	-124.15
cpd15554_c0	cpd15554_c0	-2	C34H60NO10P	0	phosphatidylserine ditetradec-7-enoyl_c0	-383.64
cpd15530_c0	cpd15530_c0	0	C33H62NO8P	0	phosphatidylethanolamine ditetradec-7-enoyl_c0	-302.99
cpd02832_c0	cpd02832_c0	-1	C10H12N4O7PS	0	6-Thioinosine 5'-monophosphate_c0	-260.634
cpd16422_c0	cpd16422_c0	-1	C10H12N4O8PS	0	6-Thioxanthine 5'-monophosphate_c0	10000000
cpd11636_c0	cpd11636_c0	0	CH2NOR	0	Amide_c0	10000000
cpd06559_c0	cpd06559_c0	0	C15H24	0	alpha-Farnesene_c0	94.29
cpd01293_c0	cpd01293_c0	-1	C5H6NO3	0	5-Oxoproline_c0	-110.12
cpd00449_c0	cpd00449_c0	0	C8H17NOS2	0	Dihydrolipoamide_c0	-27.348
cpd00213_c0	cpd00213_c0	0	C8H15NOS2	0	Lipoamide_c0	-21.54
cpd15297_c0	cpd15297_c0	-3	C45H79N7O17P3S	0	Lignoceroyl-CoA_c0	-750.19
cpd05235_c0	cpd05235_c0	-1	C24H47O2	0	tetracosanoate_c0	-51.11
cpd15319_c0	cpd15319_c0	-1	C20H40O9P	0	1-Acyl-sn-glycero-3-phosphoglycerol tetradecanoyl_c0	-401.37
cpd00712_c0	cpd00712_c0	-1	C6H9O4	0	2-Dehydropantoate_c0	-149.1
cpd15362_c0	cpd15362_c0	-1	C17H32O7P	0	2-tetradec-7-enoyl-sn-glycerol 3-phosphate_c0	-324.33
cpd00742_c0	cpd00742_c0	-1	C2H3N2O3	0	Allophanate_c0	-127.56
cpd03835_c0	cpd03835_c0	-7	C45H53N4O14	0	Precorrin 8_c0	10000000
cpd03832_c0	cpd03832_c0	-4	C45H56N4O14	0	Hydrogenobyrinate_c0	10000000
cpd01695_c0	cpd01695_c0	-4	C35H58N7O17P3S	0	Myristoyl-CoA_c0	-766.39
cpd15306_c0	cpd15306_c0	0	C27H52O5	0	1,2-Diacyl-sn-glycerol didodecanoyl_c0	-158.68
cpd00330_c0	cpd00330_c0	-2	C19H19N7O6	0	Dihydrofolate_c0	-109.12
cpd00393_c0	cpd00393_c0	-2	C19H17N7O6	0	Folate_c0	-109.27
cpd01301_c0	cpd01301_c0	0	C10H17N3O2S	0	Biotin amide_c0	-66.58
cpd00396_c0	cpd00396_c0	0	C6H12O5	0	L-Rhamnose_c0	-182.05
cpd02749_c0	cpd02749_c0	0	C10H21NO6PR	0	1-Alkenylglycerophosphocholine_c0	10000000
cpd11789_c0	cpd11789_c0	0	C11H20NO7PR2	0	Plasmenylcholine_c0	10000000
cpd02103_c0	cpd02103_c0	-1	C10H17N4O5	0	N2-Succinyl-L-arginine_c0	-179.58
cpd02160_c0	cpd02160_c0	-1	C9H15N2O5	0	N2-Succinyl-L-ornithine_c0	-191.47
cpd00412_c0	cpd00412_c0	0	C9H12N2O5	0	Deoxyuridine_c0	-145.43
cpd11590_c0	cpd11590_c0	-1	C8H15N2O3S	0	met-L-ala-L_c0	-98.39
cpd04810_c0	cpd04810_c0	0	C4H3N2O2F	0	5-FU_c0	10000000
cpd01790_c0	cpd01790_c0	0	C4H6N2O2	0	Diketopiperazine_c0	-70.08
cpd01391_c0	cpd01391_c0	0	C4H8N2O3	0	Glycylglycine_c0	-118.31
cpd00315_c0	cpd00315_c0	-2	C16H23N5O16P2	0	GDP-glucose_c0	-673.08
cpd02097_c0	cpd02097_c0	-2	C5H8NO7P	0	L-Glutamyl 5-phosphate_c0	-379.03
cpd02258_c0	cpd02258_c0	-1	C5H7O4	0	4-Hydroxy-2-oxovalerate_c0	-147.49
cpd03245_c0	cpd03245_c0	-1	C26H42NO5	0	Glycodeoxycholate_c0	-156.73
cpd00007_e0	cpd00007_e0	0	O2	0	O2_e0	3.9197
cpd00490_c0	cpd00490_c0	0	C11H12N2O3	0	5-Hydroxy-L-tryptophan_c0	-64.48
cpd00579_c0	cpd00579_c0	1	C10H13N2O	0	Serotonin_c0	15.16
cpd00155_c0	cpd00155_c0	0	C30H52O26	0	Glycogen_c0	-852.2
cpd15302_c0	cpd15302_c0	0	C24H42O21	0	glycogen(n-1)_c0	-693.72
cpd15558_c0	cpd15558_c0	-2	C42H76NO10P	0	phosphatidylserine dioctadec-11-enoyl_c0	-370.68
cpd15534_c0	cpd15534_c0	0	C41H78NO8P	0	phosphatidylethanolamine dioctadec-11-enoyl_c0	-290.03
cpd15340_c0	cpd15340_c0	0	C21H42NO7P	0	2-Acyl-sn-glycero-3-phosphoethanolamine hexadec-9-enoyl_c0	-304.1
cpd00793_c0	cpd00793_c0	-1	C12H16N4O4PS	0	Thiamine phosphate_c0	-160.32
cpd00834_c0	cpd00834_c0	-2	C11H21N2O7PS	0	Phosphopantetheine_c0	-347.644
cpd00186_c0	cpd00186_c0	-1	C5H8NO4	0	D-Glutamate_c0	-164.13
cpd03176_c0	cpd03176_c0	-1	C20H31O4	0	5(S)-HPETE_c0	-34.21
cpd02918_c0	cpd02918_c0	-1	C20H31O3	0	5-HETE_c0	-11.01
cpd00092_e0	cpd00092_e0	0	C4H4N2O2	0	Uracil_e0	-61.07
cpd02047_c0	cpd02047_c0	0	C21H30O3	0	DOC_c0	-51.77
cpd02538_c0	cpd02538_c0	0	C21H30O3	0	20-Hydroxy-3-oxopregn-4-en-21-al_c0	-50.31
cpd00667_c0	cpd00667_c0	0	C20H30O	0	11-cis-Retinol_c0	70.9
cpd02184_c0	cpd02184_c0	0	C36H60O2	0	11-cis-Retinyl palmitate_c0	56.13
cpd02135_c0	cpd02135_c0	-2	C6H4NO6P	0	4-Nitrophenyl phosphate_c0	10000000
cpd00646_c0	cpd00646_c0	0	C6H5NO3	0	PNP_c0	10000000
cpd15689_c0	cpd15689_c0	-2	C40H76NO10P	0	Diisoheptadecanoylphosphatidylserine_c0	-422.26
cpd15695_c0	cpd15695_c0	0	C39H78NO8P	0	Diisoheptadecanoylphosphatidylethanolamine_c0	-341.61
cpd00127_c0	cpd00127_c0	0	C6H6O	0	Phenol_c0	-9.9
cpd03047_c0	cpd03047_c0	-1	C26H44NO7S	0	Taurocholate_c0	-235.603
cpd03279_c0	cpd03279_c0	0	C10H12N4O4	0	Deoxyinosine_c0	-61.24
cpd00800_c0	cpd00800_c0	0	C9H17NO3	0	8-Amino-7-oxononanoate_c0	-108.22
cpd15184_c0	cpd15184_c0	-1	C7H6O4F	0	4-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate_c0	10000000
cpd15177_c0	cpd15177_c0	0	C6H5O2F	0	4-Fluorocatechol_c0	-90.36
cpd03671_c0	cpd03671_c0	-1	C6H13NO8P	0	D-Glucosamine1-phosphate_c0	-395.53
cpd15545_c0	cpd15545_c0	-2	C38H74O13P2	0	Phosphatidylglycerophosphate dihexadecanoyl_c0	-625.4
cpd15538_c0	cpd15538_c0	-1	C38H74O10P	0	Phosphatidylglycerol dihexadecanoyl_c0	-412.9
cpd00208_e0	cpd00208_e0	0	C12H22O11	0	LACT_e0	-376.76
cpd00208_c0	cpd00208_c0	0	C12H22O11	0	LACT_c0	-376.76
cpd15183_c0	cpd15183_c0	-1	C7H6O4F	0	5-Fluorocyclohexadiene-cis,cis-1,2-diol-1-carboxylate_c0	10000000
cpd15548_c0	cpd15548_c0	-2	C42H78O13P2	0	Phosphatidylglycerophosphate dioctadec-11-enoyl_c0	-574.2
cpd15541_c0	cpd15541_c0	-1	C42H78O10P	0	Phosphatidylglycerol dioctadec-11-enoyl_c0	-361.7
cpd14900_c0	cpd14900_c0	-3	C41H67N7O17P3S	0	(11Z,14Z)-Icosadienoyl-CoA_c0	-711.95
cpd16340_c0	cpd16340_c0	-1	C20H35O2	0	Icosadienoic acid_c0	-12.87
cpd00485_c0	cpd00485_c0	-2	C6H11O9P	0	D-Mannose1-phosphate_c0	-430.78
cpd15719_c0	cpd15719_c0	-2	C36H70O13P2	0	Diisopentadecanoylphosphatidylglycerophosphate_c0	-632.26
cpd15725_c0	cpd15725_c0	-1	C36H70O10P	0	Diisopentadecanoylphosphatidylglycerol_c0	-419.76
cpd16479_c0	cpd16479_c0	0	C20H28O	0	9-cis-Retinal_c0	78.83
cpd11177_c0	cpd11177_c0	-1	C20H27O2	0	9-cis-Retinoic acid_c0	26.13
cpd00142_c0	cpd00142_c0	-1	C4H5O3	0	Acetoacetate_c0	-113.53
cpd15324_c0	cpd15324_c0	-1	C24H46O9P	0	1-Acyl-sn-glycero-3-phosphoglycerol octadec-11-enoyl_c0	-372.53
cpd00672_c0	cpd00672_c0	-1	C6H9O7	0	D-Fructuronate_c0	-262.39
cpd15703_c0	cpd15703_c0	0	C31H60O5	0	1,2-Diisotetradecanoyl-sn-glycerol_c0	-155.82
cpd02182_c0	cpd02182_c0	-1	C13H20N3O8S	0	(R)-S-Lactoylglutathione_c0	-291.21
cpd00221_c0	cpd00221_c0	-1	C3H5O3	0	D-Lactate_c0	-123.17
cpd00150_c0	cpd00150_c0	0	CHN	0	HCN_c0	10000000
cpd01211_c0	cpd01211_c0	-1	CNS	0	Thiocyanate_c0	22.2
cpd02394_c0	cpd02394_c0	-1	C7H14N2O8P	0	GAR_c0	-389.45
cpd02678_c0	cpd02678_c0	-2	C8H13N2O9P	0	N-Formyl-GAR_c0	-417.4
cpd11581_c0	cpd11581_c0	0	C6H11N3O4	0	gly-asn-L_c0	-153.89
cpd00132_c0	cpd00132_c0	0	C4H8N2O3	0	L-Asparagine_c0	-123.31
cpd02471_c0	cpd02471_c0	0	C10H18O	0	Linalool_c0	6.08
cpd15347_c0	cpd15347_c0	-1	C22H42O9P	0	2-Acyl-sn-glycero-3-phosphoglycerol hexadec-9-enoyl_c0	-375.77
cpd15307_c0	cpd15307_c0	0	C31H60O5	0	1,2-Diacyl-sn-glycerol ditetradecanoyl_c0	-152.2
cpd01644_c0	cpd01644_c0	-2	C6H4O5	0	2-Hydroxymuconate_c0	-161.52
cpd02183_c0	cpd02183_c0	-2	C6H4O5	0	4-Oxalocrotonate_c0	-166.47
cpd00304_c0	cpd00304_c0	0	C20H28O	0	Retinal_c0	78.83
cpd00577_c0	cpd00577_c0	-1	C20H27O2	0	Tretin M_c0	26.13
cpd02393_c0	cpd02393_c0	0	C12H10O4	0	4-Methylumbelliferyl acetate_c0	-104.53
cpd01976_c0	cpd01976_c0	0	C10H8O3	0	Hymecromone_c0	-67.08
cpd00011_e0	cpd00011_e0	0	CO2	0	CO2_e0	-92.26
cpd00130_c0	cpd00130_c0	-2	C4H4O5	0	L-Malate_c0	-201
cpd00143_c0	cpd00143_c0	-1	C9H7O3	0	Phenylpyruvate_c0	-75.82
cpd15310_c0	cpd15310_c0	0	C35H64O5	0	1,2-Diacyl-sn-glycerol dihexadec-9-enoyl_c0	-101
cpd15295_c0	cpd15295_c0	-3	C35H57N7O17P3S	0	Tetradecenoyl-CoA_c0	-744.03
cpd03587_c0	cpd03587_c0	-6	C110H196N2O39P2	0	kdo2-lipid a_c0	-1450.68
cpd03736_c0	cpd03736_c0	-6	C96H170N2O38P2	0	Lauroyl-KDO2-lipid IV(A)_c0	-1432.67
cpd00434_c0	cpd00434_c0	1	C4H10NO	0	4-Aminobutanal_c0	-31.79
cpd11530_c0	cpd11530_c0	-1	C22H41N2O9PRS	0	9-methyl-3-hydroxy-decanoyl-ACP_c0	10000000
cpd11531_c0	cpd11531_c0	-1	C22H39N2O8PRS	0	9-methyl-trans-dec-2-enoyl-ACP_c0	10000000
cpd00292_c0	cpd00292_c0	-5	C27H39N7O20P3S	0	HMG-CoA_c0	-900.07
cpd02068_c0	cpd02068_c0	-5	C27H37N7O19P3S	0	3-Methylglutaconyl-CoA_c0	-840.36
cpd00371_c0	cpd00371_c0	0	C3H6O	0	Propanal_c0	-32.43
cpd00093_c0	cpd00093_c0	-1	C7H6NO2	0	Anthranilate_c0	-48.99
cpd02886_c0	cpd02886_c0	-2	C31H51N3O19P2	0	UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine_c0	-812.95
